object	survey	class	quality	discMag	Hmag	a_now	aE_now	e_now	eE_now	i_now	iE_now	discR	minLong	maxLong	
19521	DES	CLASSICAL	3	20.2	4.8	46.027	0.005	0.1081	0.0001	11.003	0	42.464	0	360.
